34,"Bouquet of flowers in a vase 3D","Bouquet of flowers in a vase 3D
Bouquet of flowers in a vase 3D
Bouquet of flowers in a vase 3DBouquet of flowers in a vase 3D
Bouquet of flowers in a vase 3DBouquet of flowers in a vase 3D
Bouquet of flowers in a vase 3D",2340,13,123265,active,"2025-01-23 05:51:42.786659","2025-01-23 05:51:42.786671",1,123,"<p>Bouquet of flowers in a vase 3D<br />
Bouquet of flowers in a vase 3D<br />
Bouquet of flowers in a vase 3D<br />
Bouquet of flowers in a vase 3D</p>","2025-01-23 05:51:42.786682",7,12,1,Bouquet,21342314
35,"the vase roses in 3D","the vase roses in 3D
the vase roses in 3D
the vase roses in 3Dthe vase roses in 3D
the vase roses in 3D
the vase roses in 3Dthe vase roses in 3D
the vase roses in 3D
the vase roses in 3D",12314,123,12309,active,"2025-01-23 05:56:39.997603","2025-01-23 05:56:39.997615",1,12,"<p>the vase roses in 3Dthe vase roses in 3D<br />
the vase roses in 3D<br />
the vase roses in 3Dthe vase roses in 3D<br />
the vase roses in 3Dthe vase roses in 3Dthe vase roses in 3D<br />
the vase roses in 3D</p>","2025-01-23 05:56:39.997626",7,14,1,"the vase",213408
36,"Twister Candle 3D","Twister Candle 3D 
Twister Candle 3D Twister Candle 3D 
Twister Candle 3D Twister Candle 3D",32423,10,123546,active,"2025-01-23 06:00:27.626955","2025-01-23 06:00:27.626967",1,10,"<p>wdTwister Candle 3D&nbsp;<br />
Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;<br />
Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;<br />
Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;<br />
Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;Twister Candle 3D&nbsp;</p>","2025-01-23 06:00:27.626978",7,14,1,Twister,45467
38,"Bar Glass Shooter Single Free low-poly 3D","Bar Glass Shooter Single Free low-poly 3D
Bar Glass Shooter Single Free low-poly 3D
Bar Glass Shooter Single Free low-poly 3D
Bar Glass Shooter Single Free low-poly 3D",7657,43,4536734,active,"2025-01-23 06:10:33.094305","2025-01-23 06:10:33.094315",1,10,"<h1>Bar Glass Shooter Single Free low-poly 3DBar Glass Shooter Single Free low-poly 3DBar Glass Shooter Single Free low-poly 3DBar Glass Shooter Single Free low-poly 3D</h1>","2025-01-23 06:10:33.094326",7,14,1,"Decorative set",435635432
39,"Decorative table lamp 3d","Decorative table lamp 3d Decorative table lamp 3d 
Decorative table lamp 3d Decorative table lamp 3d",877675,12,737645,active,"2025-01-23 06:17:19.924047","2025-01-23 06:17:19.924058",0,12,"<p>Decorative table lamp 3d&nbsp;Decorative table lamp 3d&nbsp;Decorative table lamp 3d&nbsp;Decorative table lamp 3d&nbsp;</p>","2025-01-23 06:17:19.924068",7,14,1,Decorative,7374645
40,"Decorative Set 01 3D","Decorative Set 01 3D Decorative Set 01 3D 
Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D 
Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D 
Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D 
Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D Decorative Set 01 3D",43543,29,437573,active,"2025-01-23 06:21:16.194585","2025-01-23 06:21:16.194598",1,34,"<p>Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;Decorative Set 01 3D&nbsp;</p>","2025-01-23 06:21:16.194609",7,14,1,Decorative,347853
41,"Howard Miller Clocks","Howard Miller ClocksHoward Miller ClocksHoward Miller Clocks
Howard Miller ClocksHoward Miller ClocksHoward Miller Clocks
Howard Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller Clocks
Howard Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller Clocks",3456,23,4365346,active,"2025-01-23 06:31:47.558934","2025-01-23 06:31:47.558946",1,345,"<h1>Howard Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller ClocksHoward Miller Clocks</h1>","2025-01-23 06:31:47.558957",7,14,1,Bouquet,5345345
42,"Candle on wooden table 3D","Candle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3D
Candle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3D
Candle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3D
Candle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3D",3425,456,2342356,active,"2025-01-23 06:37:15.886082","2025-01-23 06:37:15.886093",1,45,"<p>Candle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3DCandle on wooden table 3D</p>","2025-01-23 06:37:15.886103",7,14,1,Bouquet,45643424
43,"Reclaimed Wood Sofa 3D","Reclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3D
Reclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3D
Reclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3D",436778,45,78678,active,"2025-01-23 06:41:56.318875","2025-01-23 06:41:56.318887",1,0,"<p>Reclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3DReclaimed Wood Sofa 3D</p>","2025-01-23 06:41:56.318897",7,14,1,324234,6786765
44,"Lilly Chair with armrest","Lilly Chair with armrestLilly Chair with armrestLilly Chair with armrestLilly Chair with armrest",4234,34,346345,review,"2025-01-23 07:05:11.549944","2025-01-23 07:05:11.549954",0,0,"<h1>Lilly ChLilly Chair with armrestair with armrestLilly Chair with armrestLilly Chair with armrestLilly Chair with armrestLilly Chair with armrestLilly Chair with armrest</h1>","2025-01-23 07:05:11.549966",7,14,1,"Lilly Chair with armrest",454534
45,"Test Product 1",3r45ttgt,334,43455,3556,review,"2025-02-15 10:32:45.467280","2025-02-15 10:32:45.467291",0,0,<p>ss</p>,"2025-02-15 10:32:45.467317",3,4,1,BRAND2,435565
46,"Smart Watch",23,12,34,334,review,"2025-02-26 11:11:32.033935","2025-02-26 11:11:32.033951",0,0,"<p>This watch is latest model</p>","2025-02-26 11:11:32.033968",2,1,1,Watch,1860071012147
47,Chair,"New Product",34,23,334342,review,"2025-02-26 11:14:41.557605","2025-02-26 11:14:41.557616",0,0,<p>Product</p>,"2025-02-26 11:14:41.557630",7,14,1,Chair,186007101214724
48,"Face Cleaner",product,45,444,4444444,review,"2025-02-26 11:15:59.671231","2025-02-26 11:15:59.671243",0,0,<p>e</p>,"2025-02-26 11:15:59.671257",3,6,1,Cleaner,44444444
49,Laptop1234,Mobile,12,12,SKU123456645,review,"2025-02-28 12:38:10.328801","2025-02-28 12:38:10.328816",0,0,"<h3><a href=""https://autechrepairs.com.pk/sell-your-used-laptop-we-buy-in-karachi/"">Sell Your Used Laptop - We Buy in Karachi</a></h3>

<p><a href=""https://autechrepairs.com.pk/sell-your-used-laptop-we-buy-in-karachi/""><img alt="""" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAMAAABF0y+mAAAAY1BMVEVHcExQvOU8sN8grN4eq+UopNdrutfJ6fRRteAPpeF+y+n5/vv///3w+vsSntURptqCw9zf8vSZ0uYvqt8kqN+p5fOi0uYgqNwmq+RMuONYttclptpau+DP8fmh2vCd2/WR0e0zBbTvAAAAIXRSTlMAXtDJyYH///9//////4CA/////////3n/2TntGczJy8nDss5FAAAAx0lEQVR4Ac2PBRKEMAwA8aYS3A7//ysvzeDwALbeTSrOF3E9PwgCf62M77mrDCPxAMJVSqWNBXlgUMWrTBRqwog0M/pF0joTIsqfUrLEPCoAzWum1pnIyxSfmSypVSUooR9yvUsVKs0ex7LUpooQ8SEZbbAWHIfp5Z9IhVj7IzOEvK5zgvqamh2hWWVTnmjX8dex6/qWKYuyLQrSTOFaN2wrVTGqoJCCYgdyQPEMRPayCEhaW8LgDOPEzPMyjcS0zBbaGJzP8QczfhgbycqJcgAAAABJRU5ErkJggg=="" /></a></p>

<p><a href=""https://autechrepairs.com.pk/sell-your-used-laptop-we-buy-in-karachi/"">autechrepairs.com.pk</a></p>

<p><a href=""https://autechrepairs.com.pk/sell-your-used-laptop-we-buy-in-karachi/""><cite>https://autechrepairs.com.pk&nbsp;&rsaquo; sell-your-used-laptop-we...</cite></a></p>

<p>06-Oct-2024&nbsp;&mdash;&nbsp;<em>We buy used laptops in Karachi</em>. Either your Laptop Working or Faulty We Offer a Reasonable price for your used laptop in both conditions</p>","2025-02-28 12:38:10.328832",2,1,1,HP,1860071012147334
50,"Product 1","Detailed description of Product 1",19.99,100,SKU0012343,review,"2025-02-28 12:44:08.230842","2025-02-28 12:44:08.230852",0,0,"","2025-02-28 12:44:08.230864",2,1,1,"Brand A",12345678901231234
51,"Product 2","Detailed description of Product 2",29.99,200,SKU002344545,review,"2025-02-28 12:44:08.235689","2025-02-28 12:44:08.235712",0,0,"","2025-02-28 12:44:08.235723",3,4,1,"Brand B",12345678901242345
52,"Product 3","Detailed description of Product 3",39.99,150,SKU00354656,review,"2025-02-28 12:44:08.241548","2025-02-28 12:44:08.241563",0,0,"","2025-02-28 12:44:08.241573",4,7,1,"Brand C",1234567890125566
